,movieCd,auditNo,watchGradeNm
0,20124400,2012-F624,15세이상관람가
0,20010027,2001-F158,15세관람가
0,20124057,2012-F729,15세이상관람가
0,20159447,2016-MF00725 ,12세이상관람가
0,20120110,2013-MF00327,15세이상관람가
0,19688001,,12세관람가
0,20119341,2011-F39,15세이상관람가
0,19980019,K98-208,18세 미만인 자는 관람할 수 없는 등급
0,20090329,2009-F300,12세이상관람가
0,20020215,2002-F308,18세관람가
0,20163191,2016-MF00515,청소년관람불가
0,20158483,2015-MF01623 ,12세이상관람가
0,20134589,2014-MF00928 ,12세이상관람가
0,20153803,2016-MF00099 ,12세이상관람가
0,20161783,2016-MF00128,15세이상관람가
0,20060083,2006-F109,12세관람가
0,19990059,99-F159,18세관람가
0,20101066,2010-F439,15세이상관람가
0,20112937,,전체관람가
0,20162684,2016-MF00547 ,15세이상관람가
0,20135386,2014-MF00934 ,12세이상관람가
0,20126671,2013-MF00042,15세이상관람가
0,20081617,2009-F161,12세이상관람가
0,20126090,2013-MF00991 ,12세이상관람가
0,20060316,2006-F339,15세관람가
0,19920019,92-388,중학생이상관람가
0,20112781,2011-F741,15세이상관람가
0,20000025,2000-F047,12세관람가
0,20158743,2016-MF00380 ,15세이상관람가
0,20139183,2014-MF00340 ,15세이상관람가
0,20100210,2010-F195,전체관람가
0,20119515,2011-F327,15세이상관람가
0,20070640,2007-F507,15세이상관람가
0,20112762,2011-F568,15세이상관람가
0,20040471,2004-F057,12세관람가
0,20100329,2010-F353,12세이상관람가
0,20060214,2006-F229 ,전체관람가
0,20090093,K98-212,18세 미만인 자는 관람할 수 없는 등급
0,20070381,2007-F326,15세이상관람가
0,20000056,2000-F354,15세관람가
0,20134594,2014-MF00892 ,12세이상관람가
0,20050349,2005-F368,18세관람가
0,20030088,2003-F163,15세관람가
0,20124350,2012-F327,청소년관람불가
0,20112534,2011-F496,청소년관람불가
0,20050220,2005-F212,18세관람가
0,20060160,2006-F198,18세관람가
0,20153307,2015-MF01332 ,12세이상관람가
0,20040568,2004-F143,15세관람가
0,20162704,2016-MF00533 ,전체관람가
0,20152402,2016-MF00399 ,12세이상관람가
0,20122783,2013-MF00299 ,15세이상관람가
0,20060344,2006-F371,12세이상관람가
0,20148841,2015-MF00148,청소년관람불가
0,20130573,2014-MF00936 ,청소년관람불가
0,20141602,2015-MF00075,15세이상관람가
0,20124402,2013-MF00744 ,15세이상관람가
0,19990064,99-F103,12세관람가
0,20070128,2007-F183,15세이상관람가
0,20080695,86-151,국민학생관람불가
0,19720036,,12세이상관람가
0,19940059,94-62,중학생이상관람가
0,19810007,5977,국민학생관람불가
0,19780103,,12세관람가
0,19720170,,전체관람가
0,19738166,,
0,19720114,,12세이상관람가
0,19730107,,12세이상관람가
0,20122785,2013-MF00646 ,15세이상관람가
0,20000037,2000-F298,18세관람가
0,20070541,2007-F409,12세이상관람가
0,20131984,2013-MF00513 ,청소년관람불가
0,19740002,,전체관람가
0,19720105,,12세이상관람가
0,19750014,,12세이상관람가
0,19770032,,12세이상관람가
0,20090292,2009-F196,청소년관람불가
0,19990067,99-F116,18세관람가
0,20134798,2015-MF00541 ,12세이상관람가
1,20134798,2015-MF00591 ,12세이상관람가
0,20090188,2009-F104,전체관람가
0,20040786,2004-F377,15세관람가
0,20150941,2015-MF00628 ,청소년관람불가
0,20010052,2001-F354,18세관람가
0,20149496,2016-MF00339,12세이상관람가
0,19910026,91-47,연소자관람불가
0,20124034,2012-F365 ,15세이상관람가
0,20081003,2009-F115,청소년관람불가
0,20030086,2003-F148,18세관람가
0,20090297,2009-F172,15세이상관람가
0,19780045,,12세이상관람가
0,19950002,95-283 ,연소자관람불가
0,20070305,2007-F253,청소년관람불가
0,19960060,96-52 ,고등학생이상관람가
0,20010014,2001-F272,15세관람가
0,20030055,2003-F097,전체관람가
0,20148845,2015-MF00208 ,15세이상관람가
0,20060288,2006-F330 ,15세관람가
0,20134582,2013-MF00576 ,12세이상관람가
0,20050288,2005-F296,12세관람가
0,19970007,K97-40,15세 미만인 자는 관람할 수 없는 등급 
0,20153821,2015-MF00978 ,청소년관람불가
0,20144441,2015-MF01274 ,15세이상관람가
0,20090022,2009-F27,15세이상관람가
0,20156188,2016-MF00308 ,청소년관람불가
0,20149298,2014-MF01381 ,청소년관람불가
0,20158745,2016-MF00173 ,청소년관람불가
0,20040785,2005-F010,전체관람가
0,20030185,2003-F126,15세관람가
0,20124066,2012-F261,청소년관람불가
0,20090336,2009-F186,전체관람가
0,20070441,2007-F340,15세이상관람가
0,20147130,2015-MF01460 ,청소년관람불가
0,20080696,87-67,중학생이상관람가
0,20030412,2004-F037,15세관람가
0,20152261,2015-MF00897 ,12세이상관람가
0,19910092,91-243,중학생이상관람가
0,19900049,90-375,중학생이상관람가
0,19920063,92-112,고등학생이상관람가
0,19920038,92-205,고등학생이상관람가
0,19900042,90-154,고등학생이상관람가
0,20070114,2007-F147,12세이상관람가
0,20090823,2009-F423,청소년관람불가
0,20129786,2013-MF00054 ,청소년관람불가
0,20020122,2002-F085 ,18세관람가
0,20158466,2015-MF00819 ,청소년관람불가
0,20152044,2015-MF00718 ,청소년관람불가
0,20020164,2002-F148,15세관람가
0,20010034,2001-F123,18세관람가
0,20113557,2012-F41,청소년관람불가
0,19930220,93-361,중학생이상관람가
0,19950084,95-23,고등학생이상관람가
1,19950084,2016-MF00152 ,15세이상관람가
0,20090484,2009-F291,15세이상관람가
0,20100834,2010-F359 ,12세이상관람가
0,20020048,2002-F265,15세관람가
0,20110302,2011-F410,15세이상관람가
0,20113554,2012-F282,15세이상관람가
0,19970002,K97-11,18세 미만인 자는 관람할 수 없는 등급
0,19890006,88-285,고등학생이상관람가
0,19890008,89-23,연소자관람불가
0,19930013,93-151,연소자관람불가
0,19820047,6053,연소자관람불가
0,19860024,,연소자관람불가
0,19860025,85-65,연소자관람불가
0,19850051,6297,연소자관람불가
0,19720117,,12세이상관람가
0,19790050,,국민학생관람불가
0,19750028,,12세이상관람가
0,20136928,2014-MF00766 ,전체관람가
0,19990055,99-F198,18세관람가
0,20060436,,12세이상관람가
0,20162024,2016-MF00072 ,청소년관람불가
0,20131102,2014-MF00005 ,15세이상관람가
0,20119717,2011-F114,12세이상관람가
0,20060353,2006-F358,15세이상관람가
0,20000036,2000-F290,18세관람가
0,20119836,2011-F573,전체관람가
0,20111031,2011-F580,청소년관람불가
0,20110601,2011-F273,전체관람가
0,20110939,2011-F614,청소년관람불가
0,20101249,2011-F274,15세이상관람가
0,20157105,2015-MF01213,청소년관람불가
0,20020265,2002-F285,15세관람가
0,20000040,2000-F301,15세관람가
0,19980035,K98-106,15세 미만인 자는 관람할 수 없는 등급 
0,20050197,2005-F221,15세관람가
0,19920067,92-133,고등학생이상관람가
0,20100131,2010-F118,15세이상관람가
0,20050271,2005-F277,18세관람가
0,19930040,93-15,고등학생이상관람가
0,19920003,92-515,고등학생이상관람가
0,20090138,89-381,연소자관람불가
0,19890011,89-39,연소자관람불가
0,19880008,87-213,미성년자관람불가
0,19960049,96-72 ,연소자관람불가
0,19940025,94-322,연소자관람불가
0,19910059,91-377,연소자관람불가
0,20081058,2008-F303,15세이상관람가
0,19960018,96-335,고등학생이상관람가
0,19950056,95-303,연소자관람불가
0,19900095,90-257,연소자관람불가
0,19950026,95-129,연소자관람불가
0,19950022,95-03,연소자관람가
0,20020239,2002-F351,15세관람가
0,20142798,2014-MF01126 ,전체관람가
0,20142407,2014-MF01431,15세이상관람가
0,20000022,2000-F070,18세관람가
0,20060338,2006-F363 ,12세이상관람가
0,20150025,2015-MF01612 ,청소년관람불가
0,20126669,2015-MF01065 ,전체관람가
0,20070548,2007-F527,15세이상관람가
0,20040446,2004-F030,12세관람가
0,20081243,2008-F346,청소년관람불가
0,20158824,2015-MF01348 ,15세이상관람가
0,19980040,K98-48 ,18세 미만인 자는 관람할 수 없는 등급
0,20141613,2015-MF00713 ,청소년관람불가
0,20030435,2003-F358,12세관람가
0,20144721,2015-MF00019 ,청소년관람불가
0,20040480,2004-F066,15세관람가
0,20072151,2008-F71,12세이상관람가
0,20080833,2008-F304,12세이상관람가
0,20156498,2015-MF01041 ,12세이상관람가
0,19850026,6320,연소자관람불가
0,19970028,97-226 ,고등학생이상관람가
0,19900047,90-404 ,고등학생이상관람가
0,19860014,86-30,연소자관람불가
0,19970056,97-54,고등학생이상관람가
0,20142401,2015-MF01653 ,청소년관람불가
0,19940021,94-315,연소자관람불가
0,19930041,93-483,고등학생이상관람가
0,19910039,91-46,연소자관람불가
0,20080689,6132,연소자관람가
0,20090888,2009-F443,청소년관람불가
0,20040576,2004-F193,12세관람가
0,20124045,2012-F258,12세이상관람가
0,20136052,2013-MF00353 ,15세이상관람가
0,20050303,2005-F306,15세관람가
0,19950048,95-417,연소자관람불가
0,19940041,94-160,연소자관람불가
0,19920051,92-183,고등학생이상관람가
0,19910080,91-280,고등학생이상관람가
0,19950005,95-301,연소자관람불가
0,19850024,6333,연소자관람가
0,19779038,,12세이상관람가
0,19880020,88-7,중학생이상관람가
0,19930014,93-170,연소자관람불가
0,19980002,K98-305,모든 관람객이 관람할 수 있는 등급
0,20120422,2014-MF00181 ,15세이상관람가
0,20080741,2008-F354,15세이상관람가
0,20150903,2016-MF00083 ,전체관람가
0,20126091,2013-MF00567 ,15세이상관람가
0,20151803,2016-MF00025 ,전체관람가
1,20151803,2016-MF00024 ,전체관람가
0,20040488,2004-F117,12세관람가
0,20141598,2015-MF01141 ,15세이상관람가
0,20158951,2015-MF00893 ,전체관람가
0,20122702,2012-F814 ,15세이상관람가
0,20070072,2007-F070,15세이상관람가
0,20040637,2004-F235,18세관람가
0,19730103,,청소년관람불가
0,19730055,2015-MF00021 ,15세이상관람가
0,20155260,2015-MF01683 ,15세이상관람가
0,19990076,99-114,15세 미만인 자는 관람할 수 없는 등급 
0,19940067,95-97,연소자관람불가
0,20040751,2005-F029,15세관람가
0,19830087,,연소자관람불가
0,19748214,,
0,19860064,86-127,연소자관람불가
0,19808191,5952,연소자관람불가
0,19760110,,12세이상관람가
0,20020191,2002-F166,12세관람가
0,20090237,2009-F107,12세이상관람가
0,20060218,2006-F217 ,15세관람가
0,20119527,2011-F252,청소년관람불가
0,20050326,2005-F336,15세관람가
0,19980003,K98-310,18세 미만인 자는 관람할 수 없는 등급
0,19728178,,
0,20100264,2010-F184,15세이상관람가
0,19790024,,청소년관람불가
0,20030413,2004-F034,15세관람가
0,19780033,,12세이상관람가
0,20000018,2000-F133,18세관람가
0,20070556,2007-F459,전체관람가
0,20050055,2005-F040,15세관람가
0,19970021,97-277,고등학생이상관람가
0,20154861,2015-MF00941,청소년관람불가
0,20090389,2009-F256,15세이상관람가
0,20060265,2006-F265,15세관람가
0,19940034,94-249,연소자관람불가
0,20040571,2004-F158,12세관람가
0,19930062,93-367,고등학생이상관람가
0,19910035,91-34,고등학생이상관람가
0,19880047,88-217,연소자관람가
0,20090136,89-374,고등학생이상관람가
0,20100197,2007-F300,청소년관람불가
0,20150453,2015-MF01370 ,12세이상관람가
0,20141002,2015-MF01183 ,15세이상관람가
0,20158385,2015-MF01162 ,청소년관람불가
0,19900098,90-210 ,연소자관람가
0,19768232,,
0,19750002,,전체관람가
0,19940033,94-247 ,고등학생이상관람가
0,20060005,2006-F114 ,전체관람가
0,20080050,2008-F54,청소년관람불가
0,20112221,2011-F528 ,15세이상관람가
0,20152368,2015-MF01528 ,청소년관람불가
0,20141583,2015-MF01486 ,15세이상관람가
0,19670007,,전체관람가
0,20151153,2015-MF01547 ,청소년관람불가
0,20157024,2015-MF00436,15세이상관람가
0,20081403,2008-F396,12세이상관람가
0,20101113,2010-F458 ,15세이상관람가
0,20081649,2009-F357,청소년관람불가
0,20100256,2010-F176,15세이상관람가
0,20100198,2010-F164,12세이상관람가
0,20100129,2010-F93,15세이상관람가
0,20090939,2010-F72,15세이상관람가
0,20090327,2009-F200,15세이상관람가
0,20080968,2008-F165,15세이상관람가
0,20050324,2005-F340,15세관람가
0,20151154,2015-MF00886 ,청소년관람불가
0,20108161,,
0,20090926,2010-F19,전체관람가
0,20081090,2008-F306,전체관람가
0,19920091,92-41,고등학생이상관람가
0,19950037,95-14,연소자관람가
0,20149457,2015-MF00934 ,청소년관람불가
0,20142403,2015-MF01317 ,전체관람가
0,20125648,2015-MF00522 ,청소년관람불가
0,20150301,2015-MF00764 ,청소년관람불가
0,20010015,2001-F279,15세관람가
0,20050064,2005-F129,12세관람가
0,20030400,2003-F324,18세관람가
0,20100300,2010-F323,청소년관람불가
0,20090146,2009-F382,청소년관람불가
0,20090562,2009-F324,15세이상관람가
0,20110313,2011-F276,15세이상관람가
0,20148667,2015-MF01376 ,청소년관람불가
0,20141703,2015-MF01382 ,15세이상관람가
0,20159960,2015-MF01481,청소년관람불가
0,20156047,2015-MF01444 ,12세이상관람가
0,20157191,2015-MF00997 ,청소년관람불가
0,20121421,2012-F572 ,15세이상관람가
0,20071053,2008-F216,청소년관람불가
0,20100988,2010-F376,전체관람가
0,19790070,,미성년자관람가
0,19800015,,연소자관람불가
0,20050219,2005-F230,15세관람가
0,20060257,2006-F287 ,15세관람가
0,20060112,2006-F133 ,15세관람가
0,20060279,2006-F318,전체관람가
0,20050237,2005-F255,12세관람가
0,20040617,2004-F227,15세관람가
0,20060224,2006-F231,15세관람가
0,20040750,2004-F350,15세관람가
0,20050306,2005-F334,18세관람가
0,20050345,2005-F367,18세관람가
0,20050261,2005-F267,12세관람가
0,20050013,2005-F046,15세관람가
0,20050141,2005-F176,15세관람가
0,20060051,2006-F062,12세관람가
0,20060124,2006-F127,전체관람가
0,20080663,2008-F202,12세이상관람가
0,20122787,2014-MF00038 ,12세이상관람가
0,20112808,2012-F135,전체관람가
0,20138712,2013-MF00298 ,청소년관람불가
0,20123386,2013-MF00428,청소년관람불가
0,20141706,2014-MF01106 ,15세이상관람가
0,20134801,2013-MF00716 ,청소년관람불가
0,20101039,2010-F412,15세이상관람가
0,20131206,2013-MF00469 ,청소년관람불가
0,20132797,2014-MF01078 ,청소년관람불가
0,20101003,2011-F58,15세이상관람가
0,20135543,2013-MF00170,청소년관람불가
0,20101221,2010-F483 ,청소년관람불가
0,20110612,2011-F575,15세이상관람가
0,20125686,2013-MF00142,청소년관람불가
0,20040441,2003-F357,12세관람가
0,20090075,2009-F177,12세이상관람가
0,20157501,2015-MF01314 ,청소년관람불가
0,20100975,2010-F346,12세이상관람가
0,20135521,2013-MF00748 ,12세이상관람가
0,20030272,99-F204,12세관람가
1,20030272,2013-MF00114 ,12세이상관람가
0,20090822,2009-F402,청소년관람불가
0,20040683,2004-F123,18세관람가
0,19820052,6090,연소자관람불가
0,19789099,,12세이상관람가
0,20156353,2015-MF01263 ,12세이상관람가
0,19960032,96-320,고등학생이상관람가
0,20080174,2008-F95,12세이상관람가
0,20141081,2015-MF01209 ,12세이상관람가
0,20149299,2015-MF01334 ,청소년관람불가
0,20151582,2015-MF00627 ,청소년관람불가
0,20133681,2015-MF00226 ,청소년관람불가
0,20141614,2014-MF01271 ,12세이상관람가
0,20152265,2015-MF00986 ,청소년관람불가
0,20139801,2015-MF00326 ,청소년관람불가
0,19810065,,연소자관람불가
0,19558011,,
0,20157503,2015-MF00280 ,15세이상관람가
0,20144422,2015-MF01442 ,15세이상관람가
0,19960056,96-107,연소자관람불가
0,20159002,2015-MF01379 ,전체관람가
0,20157986,2015-MF00355 ,청소년관람불가
0,20158725,2015-MF00613 ,청소년관람불가
0,20156681,2015-MF00147,청소년관람불가
0,20080894,,12세이상관람가
0,20155275,2015-MF01238 ,청소년관람불가
0,20060033,2005-F266,12세관람가
0,20120112,2013-F81,15세이상관람가
0,20121741,2012-F943,청소년관람불가
0,20135898,2014-MF00042 ,15세이상관람가
0,20050365,2005-F335,12세관람가
